,zid,event_name,distance,laps_time,zroute,elevation_gain
1405,3101998,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1406,3099840,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1407,3127859,3R Racing,27,"['3', 'laps']",Innsbruckring,232
1408,3127858,Group Run 5k,5,[''],London Classique,
1409,3102256,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1410,3129692,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1411,3129021,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1412,3127857,Ascenders Team Asia Morning Group Run,,['30'],Mayan Bridge Loop,97
1413,3127856,PACK Run: Power Hour,,['60'],Lutscher CCW,
1414,3127855,Zipp Speed Rides with Ashton Lambie,36,[''],Sand And Sequoias,285
1415,3127854,Midweek Mountain Massif TT - Sponsored by Elite's RIZER,10,[''],Ven-Top,
1416,3127853,USAT Workout Wednesday,,['60'],Douce France,255
1417,3130852,Workout of the Week,,['60'],Richmond Flat Roads,175
1418,3127851,Ravecovery,,['60'],Sand And Sequoias,338
1419,3127849,Bullseye Points Race by Herd Racing League,27,"['3', 'laps']",Innsbruckring,232
1420,3127850,Long Island Cranx Race,56,"['1', 'lap']",The London Pretzel,572
1421,3127848,TTR Morning,10,"['1', 'lap']",Park Perimeter Loop,168
1422,3127847,PartyAnimal 80 (Wheelsky 3.5+),54,"['1', 'lap']",Eastern Eight,198
1423,3127844,Workout Wednesday Run,10,[''],Chili Pepper,
1424,3127843,3R Endurance Steady Ride,62,[''],Neokyo All-Nighter,
1425,3099910,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1426,3102217,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1427,3129306,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1428,3128658,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1429,3127842,5K with Ben Pratt - Team Zwift Tri Oz,5,[''],Bologna Time Trial,22
1430,3127841,Tri Aus TT,8,"['1', 'lap']",Bologna Time Trial,236
1431,3127839,QueenBee Thursday Social,,['45'],Flat Route Reverse,200
1432,3127838,Macro to Micro,,['59'],R.G.V.,192
1433,3127837,3R Racing,33,"['5', 'laps']",London Classique,167
1434,3099877,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1435,3127836,REVO Social SUB2,,['45'],Tempus Fugit,51
1436,3102171,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1437,3129641,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1438,3129001,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1439,3127832,Bicycling Australia & The Classics Weekly Training Ride,,['60'],The Magnificent 8,269
1440,3127830,ZLDR Run Like No One is Watching,,['45'],Downtown Dolphin,259
1441,3127829,EVR Definitely Not the WTNC,34,"['7', 'laps']",Volcano Circuit CCW,
1442,3130851,Workout of the Week,,['60'],Richmond Flat Roads,175
1443,3127827,AHDR Bacon Rolls,,['60'],Watopia's Waistband,156
1444,3127826,Team Italy Bologna iTT Race,8,"['1', 'lap']",Bologna Time Trial,236
1445,3127824,EVO CC Sprint Race Series,10,"['1', 'lap']",Flat Route Reverse,60
1446,3127823,British Cycling Crit City Series,24,"['12', 'laps']",The Bell Lap,183
1447,3127822,British Cycling Women's Crit City Series,24,"['12', 'laps']",The Bell Lap,183
1448,3127821,Workout Wednesday Run,11,[''],Chili Pepper,
1449,3127820,TBR MounTRONeering,17,"['1', 'lap']",Road to Sky,1047
1450,3127819,Endure IQ Training Squad Session,,['60'],Kappa Quest Reverse,615
1451,3127818,CMA Ladies Only Social Ride,,['45'],Wandering Flats,162
1452,3127817,Lactate Shuttle,,['57'],Douce France,243
1453,3127813,3R True2 Steady Ride [2.0w/kg avg],,['60'],Richmond Flat Roads,175
1454,3127811,6Points Mallorca GGCC Race,27,"['3', 'laps']",Watopia Hilly Route,321
1455,3127812,XRS Races: Wednesday iTT series,16,"['1', 'lap']",Countryside Tour,183
1456,3102271,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1457,3129680,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1458,3129046,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1459,3127810,VAN RYSEL GROUP RIDE,39,"['3', 'laps']",Flatland Loop,293
1460,3127807,Newbury Velo Midweek TT,18,[''],Tempus Fugit,
1461,3098649,OTR Snap Crackle Pop - POW!,6,[''],Road to Sky,
1462,3127806,MINI CRIT by WKG,9,"['1', 'lap']",Innsbruckring,78
1463,3127805,PACK Run: Next Step Progressive,8,[''],5K Loop,
1464,3127804,Team Italy Bologna iTT Race,8,"['1', 'lap']",Bologna Time Trial,236
1465,3127802,Team Italy Bologna iTT Race,8,"['1', 'lap']",Bologna Time Trial,236
1466,3127801,The Knights Race Series - Series XI,17,"['1', 'lap']",Road to Sky,1047
1467,3127800,3R Points Race,20,"['10', 'laps']",Downtown Dolphin,
1468,3098644,OTR Snap Crackle Pop - POP!,8,[''],Watopia Figure 8 Reverse,
1469,3127799,FRR Race Series,32,"['8', 'laps']",Neokyo Crit Course,
1470,3127798,3R Launchpad Ride [~1.0-1.5w/kg avg],,['30'],Tempus Fugit,32
1471,3119992,OWC Zwift Interclub Competition,33,"['1', 'lap']",Temples and Towers,314
1472,3127796,HEXAGONE Race Series,25,[''],Legends and Lava,175
1473,3127794,3R Racing,45,[''],Petit Boucle,281
1474,3127793,UKAF Hosts - Save Our Wednesday Sports Afternoon (SOWAS) Series,25,"['1', 'lap']",Douce France,132
1475,3127792,ZHR Hare & Hounds,37,"['3', 'laps']",Volcano Flat,148
1476,3127791,Innovation Multisport – Midweek Recovery Double Draft Event,,['60'],Tempus Fugit,
1477,3098640,OTR Snap Crackle Pop - CRACKLE!,2,[''],Tour Of Tewit Well,
1478,3127790,SNOW CC Racing League,22,"['1', 'lap']",Knickerbocker Reverse,362
1479,3127789,Ham Sandwich,,['52'],R.G.V.,165
1480,3127785,Team Velos Social Sprint Series,,['60'],Lutece Express,516
1481,3098634,OTR Snap Crackle Pop - SNAP!,5,[''],Innsbruckring,
1482,3101982,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1483,3100294,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1484,3099829,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1485,3127784,Corre el cHISPazo,5,[''],Volcano Circuit,31
1486,3127783,Marcha Ciclista Virtual Fuenlabrada 2021,23,"['1', 'lap']",Volcano Climb,202
1487,3127782,TRI247 Workout Series: 40/20's FTP Booster,,['60'],Sand And Sequoias,338
1488,3102234,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1489,3129274,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1490,3128588,Baseline Ride | ZA Road 2022,,[''],Legends and Lava,182
1491,3127769,Bullseye Points Race by Herd Racing League,27,"['3', 'laps']",Innsbruckring,232
1492,3127781,ZTPL Cycling Club Coffee Ride,36,"['5', 'laps']",Champs-Élysées,
1493,3127780,Rowe & King - Workout Wednesday,,['42'],Innsbruckring,250
1494,3127779,Zipp Speed Rides with Ashton Lambie,36,[''],Sand And Sequoias,285
1495,3127777,Fearless Women's MTB Race,27,"['1', 'lap']",Serpentine 8,102
1496,3127776,KALAS Group Ride,,['60'],Innsbruckring,377
1497,3127774,Sledgehammer Inbetweeners Races,21,"['2', 'laps']",Jungle Circuit,174
1498,3127773,Team EF Coaching Weekly Training Ride,,['56'],Hilly Route Reverse,467
1499,3127768,The WCC Wednesday Wobble Group Ride,,['60'],Flatland Loop,306
1500,3127767,AHDR Euro p/b Giant,36,"['5', 'laps']",Champs-Élysées,411
1501,3130850,Workout of the Week,,['60'],Richmond Flat Roads,175
1502,3127765,The Power Lunch by Saris NoPinz,37,"['4', 'laps']",Hilly Route Reverse,429
1503,3127763,MX Nationals Summer Race Series,49,"['2', 'laps']",Neokyo All-Nighter,330
1504,3127764,CAFE BASH by ATR,55,"['2', 'laps']",Royal Pump Room 8,
1505,3127762,Team CLS Ride n Explore,,['70'],Gotham Grind,676
1506,3127761,Atom Racing Jersey Unlock Group ride,28,"['1', 'lap']",Watopia's Waistband,
1507,3127760,Team Italy Bologna iTT Race,8,"['1', 'lap']",Bologna Time Trial,236
1508,3127758,BCS Women's Ride,,['60'],Beach Island Loop,83
1509,3127757,Paceheads After Work Group Ride,,['60'],Neon Flats,209
1510,3127756,SACF VIRTUAL RACE,23,"['1', 'lap']",Volcano Climb,202
1511,3127755,ZZRC Green Goblins Sub 2 Spin,,['60'],Innsbruckring,377
1512,3118953,BL13 Race Series - Race 4,6,[''],Tour Of Tewit Well,162
1513,3127753,ZHCC Gravel Rash Wednesday 1.5w/kg – 2.0w/kg,,['60'],Serpentine 8,243
1514,3127752,HISP Sprint Racing League,20,"['10', 'laps']",Downtown Dolphin,155
1515,3127751,Flanders Cycling Happening,40,"['1', 'lap']",Volcano Flat KOM,284
1516,3127750,3R & British Cycling South West - Series 2,37,"['4', 'laps']",Gotham Grind Reverse,505
1517,3127749,Giant Camden Functional Reserve Workouts,,['60'],Roule Ma Poule,308
1518,3127748,BC Bike Race Gravel Explorer,23,"['3', 'laps']",Handful Of Gravel,
1519,3127747,BC Bike Race Gravel Explorer (Women Only),23,"['3', 'laps']",Handful Of Gravel,
1520,3127746,ZZRC Happy Hour,,['60'],Ocean Lava Cliffside Loop,170
1521,3127745,PACK 1.5 Supportive,,['60'],R.G.V.,201
1522,3127744,Guayaba Race by PETA-Z,16,[''],Watopia's Waistband,
1523,3127743,3R & Triathlon Ireland Race,17,"['1', 'lap']",Road to Sky,1047
1524,3127742,Midweek Mountain Massif TT - Sponsored by Elite's RIZER,10,[''],Ven-Top,
1525,3127741,DBR Wednesday Race - Category Enforcement,32,"['10', 'laps']",Duchy Estate,432
1526,3118952,BL13 Race Series - Race 3,9,"['2', 'laps']",Neokyo Crit Course,40
1527,3127740,Le Col Cycling Club Community Sessions,,['50'],Sprinter's Playground,194
1528,3127739,Paracycling Group Ride hosted by NCF,,['60'],Sand And Sequoias,338
1529,3127738,Scannellatori Seriali - NIGHTMARE CHALLENGE,,['53'],Legends and Lava,258
1530,3127731,Frenchy Fuzion Criterium League,38,"['12', 'laps']",Duchy Estate,512
1531,3127728,The HERD Bull Run,,['60'],Royal Pump Room 8,487
1532,3056492,Rocacorba Collective Women's Only Social Ride,,['60'],Park Perimeter Loop,738
1533,3102178,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1534,3114354,MIDWEEK Autumn Series HIGH by SZR,29,"['15', 'laps']",Downtown Dolphin,233
1535,3114335,MIDWEEK Autumn Series LOW by SZR,29,"['15', 'laps']",Downtown Dolphin,
1536,3127737,Cycling Weekly Club 10,16,[''],Innsbruckring,146
1537,3129818,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1538,3129145,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1539,3127754,Rhino Sausage Roll Social,,['60'],R.G.V.,201
1540,3127732,"""Las Chilis"" ZESP",,['60'],Richmond Flat Roads,
1541,3127730,TEZH | T.N.T Series,19,"['1', 'lap']",Suki's Playground,
1542,3127729,NGNM Women Crush Wed - Training Ride,,['60'],Neokyo Crit Course,225
1543,3127727,GTCC Weekly Ride,,['60'],Greater London Flat,211
1544,3127726,Team Italy Up and Down Intervals,,['60'],Park Perimeter Loop,738
1545,3127724,3R Steady State Endurance Ride,100,[''],R.G.V.,
1546,3127723,Veterans on Wheels hosted by Help for Heroes,,['60'],Electric Loop,196
1547,3127722,EVO CC Race Series,25,"['1', 'lap']",Wandering Flats,145
1548,3127721,Dream Bike Race Series,27,"['3', 'laps']",Watopia Hilly Route,
1549,3127720,Workout Wednesday Run,11,[''],Chili Pepper,
1550,3127719,ZLDR Starters Run,15,[''],Casse-Pattes,46
1551,3127718,ZHR Hare & Hounds,37,"['3', 'laps']",Volcano Flat,148
1552,3127717,ZZRC Midweek Mountain Madness & Sub 60,17,"['1', 'lap']",Road to Sky,1047
1553,3127716,LEQP Provence Rose Ride,50,[''],Tire-Bouchon,455
1554,3127715,EVO CC Mini Vamos! Cat C+ [~2.8-3.2w/kg avg],59,"['15', 'laps']",Rooftop Rendezvous,825
1555,3127714,Escalation,,['55'],R.G.V.,175
1556,3127713,Vikings Valhalla Recovery Rde,,['60'],Richmond Flat Roads,175
1557,3127712,Masters SA,27,"['2', 'laps']",Harrogate Circuit Reverse,
1558,3099873,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1559,3127711,3R Racing,36,"['2', 'laps']",Tick Tock,112
1560,3102147,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1561,3129499,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1562,3128824,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1563,3127710,Cycle Nation Joburg Sundowner,,['60'],Tempus Fugit,
1564,3127707,Vitality for UNICEF Group Ride,24,"['3', 'laps']",Farmland Loop,172
1565,3127706,FRR Race Series - Race 6 Catch up,13,[''],Road to Sky,684
1566,3127705,TEAM VEGAN Mixed Salad,,['60'],Roule Ma Poule,
1567,3127704,Arise,,['52'],Douce France,234
1568,3127703,3R Racing,4,"['1', 'lap']",Laguardia Loop,60
1569,3102255,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1570,3129224,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1571,3128537,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1572,3127702,Sydkysten Race,51,"['4', 'laps']",Beach Island Loop,98
1573,3127701,EVO CC Sprint Race Series,22,"['3', 'laps']",Two Bridges Loop,119
1574,3127700,Team Italy Specialissima Race,27,"['1', 'lap']",Roule Ma Poule,262
1575,3127699,3R Racing,23,"['1', 'lap']",Sand And Sequoias,172
1576,3127698,Team DRAFT Wednesday Race,42,"['1', 'lap']",Out And Back Again,330
1577,3127697,Arise,,['52'],R.G.V.,165
1578,3099909,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1579,3127696,Group Run 10k,10,[''],Hudson Roll,
1580,3102216,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1581,3129606,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1582,3128960,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1583,3127694,KISS Racing - Category Enforcement,46,"['7', 'laps']",Railways and Rooftops,487
1584,3130849,Workout of the Week,,['60'],Richmond Flat Roads,175
1585,3127692,Tower 26 Group Run Workout,,[''],May Field,
1586,3127691,Workout Wednesday Run,11,[''],Chili Pepper,
1587,3127689,EZR Wednesday Short Ride,,['45'],Beach Island Loop,67
1588,3127688,Team CLS Racing - Hump Day Blast - Category Enforcement,20,"['10', 'laps']",The Bell Lap,153
1589,3127687,Anaerobic Capacity into VO2,,['52'],R.G.V.,165
1590,3127685,Ascenders Team Midweek Ride,,['60'],Watopia's Waistband,156
1591,3102170,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1592,3129640,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1593,3129000,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1594,3127683,Amalgam,,['51'],R.G.V.,152
1595,3127681,3R Racing,29,"['10', 'laps']",Laguardia Loop,382
1596,3127680,FRR Race Series,32,"['8', 'laps']",Neokyo Crit Course,
1597,3127679,Ascenders Team Easy Eddy Ride,,['30'],R.G.V.,99
1598,3127678,USMES – Wednesday BOOT CAMP,,['60'],Eastern Eight,184
1599,3127677,British Cycling Crit City Series,24,"['12', 'laps']",The Bell Lap,183
1600,3127676,British Cycling Women's Crit City Series,24,"['12', 'laps']",The Bell Lap,183
1601,3127675,VO2 Max 40/20,,['48'],Douce France,219
1602,3127674,USAT Social Fun Run,,['45'],Two Bridges Loop,183
1603,3101981,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1604,3099853,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1605,3102270,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1606,3129205,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1607,3128552,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1608,3127668,BMTR Short Adventure,,['60'],Greater London Flat,
1609,3127673,CHINA ZCRC Group Training Ride,36,"['2', 'laps']",Tick Tock,
1610,3127672,Never Not Riding by Specialized Asia,,['60'],Tempus Fugit,64
1611,3127669,TTR Booster 2.0-2.5W,24,"['4', 'laps']",Richmond Flat Roads,98
1612,3127667,Trek Malaysia Social Ride,41,"['3', 'laps']",Greater London Flat,201
1613,3127666,CAT & MOUSE KZR CHASE RACE,37,"['5', 'laps']",Lutece Express,439
1614,3127665,VO2 Max -3 Minute,,['55'],Douce France,240
1615,3127664,ODivaZ 2.3 Ride,,['60'],R.G.V.,201
1616,3127663,3R Racing,27,"['6', 'laps']",Volcano Circuit,140
1617,3127662,Team Electric Spirit Co. Preprandial Crits,8,"['2', 'laps']",Laguardia Loop Rev,54
1618,3100293,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1619,3099828,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1620,3127661,Wednesday DIRT Mid-week Ride,,['90'],Suki's Playground,544
1621,3127660,Peak-PTY Midweek TT Climb Challenge,8,"['1', 'lap']",Bologna Time Trial,236
1622,3102233,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1623,3127650,The HERD Morning Ride,,['45'],Beach Island Loop,67
1624,3129434,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1625,3128767,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1626,3127659,Thomson Bike Tours Endurance Ride,,['60'],Tick Tock,
1627,3127658,MHG Run Club,5,[''],Farmland Loop,14
1628,3127657,Slowtwitch Indoors: 100/100 Challenge Group Run,,['30'],Valley to Mountaintop,609
1629,3127655,Haute Route Nation Rides // Steady Pace,,['60'],Farmland Loop,
1630,3127653,Midweek Mountain Massif TT - Sponsored by Elite's RIZER,10,[''],Ven-Top,
1631,3127652,Veselka Ride for Ukraine,,['60'],Downtown Dolphin,342
1632,3127651,ZWC Japan Crit Race,29,"['3', 'laps']",Park Perimeter Loop,503
1633,3127649,Uphill Battle,,['56'],R.G.V.,175
1634,3127648,Workout Wednesday Run,11,[''],Chili Pepper,
1635,3127647,European Lunch Ride,29,"['1', 'lap']",Watopia Mountain,679
1636,3099894,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1637,3127643,Team I Race Like A Girl,,['60'],Downtown Titans,265
1638,3127645,RO4H Wednesday Spin,,['60'],Wandering Flats,205
1639,3127644,3R Racing,30,"['1', 'lap']",Road to Ruins,274
1640,3127642,BASE Performance Wednesday Sessions,,['60'],Railways and Rooftops,487
1641,3102191,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1642,3129809,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1643,3129140,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1644,3127641,ZLDR Midweek Mosey,,['60'],11.1 Ocean Blvd,
1645,3127640,Into The Red Chase Race by Relentless,29,"['1', 'lap']",The Magnificent 8,154
1646,3127639,Maximus Shootout Time Trial,18,[''],Tempus Fugit,27
1647,3127638,ZLIT Triathlon Clubs League Weekly Race,30,"['1', 'lap']",Road to Ruins,274
1648,3127637,EVR Definitely Not the WTNC,47,"['7', 'laps']",Seaside Sprint,
1649,3127636,3R Endurance Ride,,['90'],R.G.V.,304
1650,3130848,Workout of the Week,,['60'],Richmond Flat Roads,175
1651,3127634,JETT Sub 2.5w/kg Enjoy Home Japan Ride,28,"['1', 'lap']",Climber's Gambit,333
1652,3127633,The Grind Finale,,['49'],Douce France,233
1653,3127632,GRIT Party time,37,"['4', 'laps']",Hilly Route Reverse,429
1654,3127631,KISS at Base Training Ride,,['109'],Sand And Sequoias,646
1655,3105721,Xert Surplus Seeker Ride,,['75'],Watopia's Waistband,196
1656,3127629,The Morning Grind by Saris NoPinz,29,"['1', 'lap']",The Magnificent 8,154
1657,3127628,EVO CC Race Series,24,"['1', 'lap']",Casse-Pattes,154
1658,3127627,ZHR Hare & Hounds,37,"['3', 'laps']",Volcano Flat,148
1659,3127626,Wednesday Waddle with Afterparty p/b Ascenders Team,,['60'],Hudson Roll,
1660,3133335,USA Cycling Coffee with Hot Espresso Presented by Team ODZ,37,"['3', 'laps']",Volcano Flat,148
1661,3127625,CRYO-GEN Wednesday Run,5,[''],Surfin' Safari,
1662,3127624,+SAINTS CC+ SMILING 1.5 RIDE,,['60'],Tempus Fugit,64
1663,3127623,FRR Race Series,32,"['8', 'laps']",Neokyo Crit Course,
1664,3127622,DIRT Wednesday Endurance Ride,,['90'],Watopia's Waistband,230
1665,3127621,3R Racing,31,"['3', 'laps']",Watopia Flat Route,180
1666,3102146,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1667,3129498,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1668,3128827,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1669,3127620,ICC (Wollongong) Social Ride,,['45'],Electric Loop,146
1670,3127619,RT Performance Sweet Spot Attack Wednesday Group Workout,,[''],Tick Tock,118
1671,3127618,Run safe with PETA-Z,5,"['2', 'laps']",Shuman Trail Loop,
1672,3127617,AHDR p/b Giant,36,"['4', 'laps']",Innsbruckring,308
1673,3127616,Rave Down Under ,,['50'],Castle to Castle,242
1674,3127615,Beanie's Brunch Bunch,,['60'],Innsbruckring,377
1675,3127614,WMZ Peak Velo Performance Weekly Workout,,['52'],Greater London Flat,177
1676,3127612,Koa Sports League Warrior Race,19,"['4', 'laps']",Volcano Circuit,
1677,3127611,Bonbon,,['40'],R.G.V.,130
1678,3127610,Workout Wednesday Run,11,[''],Chili Pepper,
1679,3127609,Flanders Endurance Series,96,"['6', 'laps']",Richmond UCI Worlds,939
1680,3127608,PACK Social Midweek Endurance,,['90'],Richmond UCI Worlds,622
1681,3127607,QueenBee Ladies Social,,['45'],Volcano Flat Reverse,136
1682,3099839,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1683,3127606,AHDRL Redback Race,11,[''],UCI Worlds Short Lap,426
1684,3127605,3R Racing,20,"['1', 'lap']",Tempus Fugit,31
1685,3102254,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1686,3129698,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1687,3129015,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1688,3127603,Bullseye Points Race by Herd Racing League,27,"['3', 'laps']",Innsbruckring,232
1689,3127604,+SAINTS+ OUT & BACK,42,"['1', 'lap']",Out And Back Again,330
1690,3127591,Vividores Raidce by PETA-Z,51,[''],Beach Island Loop,98
1691,3127602,WKG Jungle Down Under.,27,"['1', 'lap']",Serpentine 8,
1692,3127601,Team KSTs Mid Week Race,59,"['2', 'laps']",Watopia Figure 8,502
1693,3127600,PACK Run Hill Training: Bologna TT,8,"['1', 'lap']",Bologna Time Trial,236
1694,3127599,"ZESP ""Ratones""",21,"['2', 'laps']",Jungle Circuit,
1695,3127598,Aussie Crit Crushers Race 2,13,"['4', 'laps']",Laguardia Loop,167
1696,3127597,Spaded Sweetie,,['44'],Douce France,209
1697,3127595,The HERD Down Under,,['60'],Tick Tock,122
1698,3127594,TBR's Impossible Mission,33,"['17', 'laps']",The Bell Lap,260
1699,3127593,Aussie Crit Crushers Race 1,8,"['4', 'laps']",Downtown Dolphin,61
1700,3127592,3R Racing,21,"['4', 'laps']",Volcano Circuit CCW,109
1701,3102215,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1702,3129605,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1703,3128961,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1704,3127590,True Portfolio Weekly Ride,23,"['1', 'lap']",Volcano Climb,
1705,3127589,dPAC Climbers Epic: Gavia-Mortirolo,43,"['1', 'lap']",WBR Climbing Series,558
1706,3127587,Workout of the Week,,['60'],Richmond Flat Roads,175
1707,3127586,Bikealicious Rubberband Joy Ride,,['90'],Road to Sky,3809
1708,3127583,Team CLS Racing - Hump Day Blast - Category Enforcement,20,"['10', 'laps']",The Bell Lap,153
1709,3127582,INC Relentless Steady State Spin,,['60'],Richmond Flat Roads,175
1710,3127581,British Cycling Crit City Series,24,"['12', 'laps']",The Bell Lap,183
1711,3127580,British Cycling Women's Crit City Series,24,"['12', 'laps']",The Bell Lap,183
1712,3127579,Cycling Southland Wednesday Worlds p/b GreenMonkey,37,"['19', 'laps']",Downtown Dolphin,233
1713,3127578,Workout Wednesday Run,11,[''],Chili Pepper,
1714,3127577,Giant Camden Functional Reserve Workouts,,['60'],Roule Ma Poule,308
1715,3127576,3R Racing,19,"['2', 'laps']",Park Perimeter Loop,335
1716,3127575,ZZRC Breakfast/Supper Club - Ride with Mates,,['60'],Ocean Lava Cliffside Loop,170
1717,3099876,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1718,3127574,Le Col Workout Sessions Wednesday Kickstart,,['50'],Castle to Castle,242
1719,3102162,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1720,3129345,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1721,3128707,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1722,3127573,INC Relentless Intervals,39,"['20', 'laps']",The Bell Lap,306
1723,3127572,Zwift Time Trial Tuesday: Tempus Fugit,18,[''],Tempus Fugit,27
1724,3127571,SZR Sunrise Group ride,,['60'],Watopia's Waistband,156
1725,3127570,Orange Unicorn,,['51'],Douce France,234
1726,3127569,Europe Morning Race,5,"['13', 'laps']",May Field,
1727,3127568,GALAXYCC TITAN Catbuilder,,['60'],Tempus Fugit,64
1728,3127567,3R Racing,18,"['2', 'laps']",Gotham Grind,251
1729,3102269,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1730,3129679,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1731,3129047,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1732,3127566,ZLDR AYOP Run Hour,,['60'],Ven-Top,3119
1733,3127565,Macro to Micro,,['59'],R.G.V.,192
1734,3127564,3R VOLT Interval Ride [~2.6-3.2 w/kg avg],33,"['1', 'lap']",Temples and Towers,314
1735,3127563,3R Octane Interval Ride [~3.2-3.6 w/kg avg],36,[''],Chain Chomper,533
1736,3127562,3R Spark: The Taylor Zwift Fan Club,,['60'],R.G.V.,201
1737,3127561,SZR Early Birdies,,['60'],Greatest London Flat,286
1738,3127560,INC Relentless Intervals,,['85'],Watopia's Waistband,217
