,zid,event_name,distance,laps_time,zroute,elevation_gain
1739,3127559,EVO CC Flux Ride [1.8 - 2.0w/kg avg],,['60'],Richmond Flat Roads,175
1740,3127558,EVO CC Core Interval Ride [2.5-3.2w/kg avg],41,"['4', 'laps']",Watopia Flat Route,239
1741,3127557,3R Steady State Endurance Ride,80,[''],Greatest London Flat,550
1742,3127556,EVO CC Vortex Interval Ride [~3-3.8w/kg avg],42,[''],Tick Tock,119
1743,3101985,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1744,3099827,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1745,3127555,Lactate Shuttle,,['57'],R.G.V.,175
1746,3127553,3R Racing,31,"['3', 'laps']",Watopia Flat Route,180
1747,3102232,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1748,3129578,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1749,3128887,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1750,3127552,EVO CC Sprint Race Series,12,"['3', 'laps']",Neokyo Crit Course,60
1751,3127551,INC Relentless Intervals,,['65'],Out And Back Again,336
1752,3127550,Valhalla Fruitiful Team Chase,37,"['5', 'laps']",Lutece Express,439
1753,3127549,Cycle Nation Joburg Sunrise,,['60'],Wandering Flats,205
1754,3127548,Turn It Up Tuesdays,7,[''],5K Loop,
1755,3127546,3R Racing,24,"['1', 'lap']",Greater London 8,276
1756,3100285,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1757,3099902,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1758,3102190,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1759,3129808,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1760,3129142,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1761,3127544,Fearless Women's Night Crits - PST,20,"['5', 'laps']",Neokyo Crit Course,100
1762,3127541,MAAP In The Field: Lunchtime Crit Race,31,"['16', 'laps']",Downtown Dolphin,248
1763,3127539,ZHR Masters,36,"['4', 'laps']",Innsbruckring,
1764,3099872,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1765,3127536,Escalation,,['55'],R.G.V.,175
1766,3127535,3R Racing,37,"['2', 'laps']",Tempus Fugit,57
1767,3127534,USMES Turn it up Tuesday Ride,,['60'],The Magnificent 8,269
1768,3102145,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1769,3129497,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1770,3128826,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1771,3127533,Zwift Time Trial Tuesday: Bologna,8,"['1', 'lap']",Bologna Time Trial,236
1772,3130767,Zwift Racing League | WTRL - AMERICAS WEST Open Division3,28,"['1', 'lap']",Climber's Gambit,
1773,3130766,Zwift Racing League | WTRL - AMERICAS WEST Open Division2,28,"['1', 'lap']",Climber's Gambit,
1774,3130765,Zwift Racing League | WTRL - AMERICAS WEST Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1775,3130786,Zwift Racing League | WTRL - AMERICAS WEST Women's Division1,28,"['1', 'lap']",Climber's Gambit,
1776,3127529,Booty Thompkins West,28,"['1', 'lap']",Watopia's Waistband,101
1777,3127526,Dutch Diesel Cycling Group Ride,,['60'],Downtown Dolphin,
1778,3127525,Bikealicious Tuesday Tango,,['90'],2022 Gran Fondo,
1779,3127524,Tower 26 Group Workout,,['70'],Tempus Fugit,77
1780,3102253,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1781,3129527,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1782,3128835,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1783,3127522,Intermountain Healthcare Tuesday Group Ride,,['60'],Tempus Fugit,64
1784,3127521,Mayhem Racing YYC p/b Ridley's Cycle,29,"['15', 'laps']",Downtown Dolphin,233
1785,3127520,EVO CC Flux - Pacific Ride [1.5 - 2.0w/kg avg],,['60'],Douce France,255
1786,3127519,3R Racing,9,"['1', 'lap']",Innsbruckring,78
1787,3127517,Ride to Conquer Cancer Training Ride,30,[''],Watopia Figure 8,251
1788,3127515,3R iTT Race,24,"['1', 'lap']",Casse-Pattes,
1789,3127514,A&B Cycle - Group Training Ride,33,"['5', 'laps']",London Classique,167
1790,3099917,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1791,3127513,Cycling Canada Weekly Tune-up Ride (Women's Edition),,['45'],Champs-Élysées,384
1792,3102214,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1793,3129305,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1794,3128659,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1795,3127512,RCC Global Club Ride,,['45'],London Loop,484
1796,3127508,KISS Racing - Category Enforcement,39,"['6', 'laps']",Railways and Rooftops,418
1797,3126598,Fearless Women's Night Crits - EST,20,"['5', 'laps']",Neokyo Crit Course,100
1798,3126597,USMES Turn It Up Tuesday Ride,,['60'],Innsbruckring,377
1799,3130770,Zwift Racing League | WTRL - AMERICAS CENTRAL Open Division3,28,"['1', 'lap']",Climber's Gambit,
1800,3130769,Zwift Racing League | WTRL - AMERICAS CENTRAL Open Division2,28,"['1', 'lap']",Climber's Gambit,
1801,3130768,Zwift Racing League | WTRL - AMERICAS CENTRAL Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1802,3130764,Zwift Racing League | WTRL - AMERICAS EAST Open Division3,28,"['1', 'lap']",Climber's Gambit,
1803,3130762,Zwift Racing League | WTRL - AMERICAS EAST Open Division2,28,"['1', 'lap']",Climber's Gambit,333
1804,3126595,Turn It Up Tuesdays,7,[''],5K Loop,
1805,3126593,ZHR Masters,36,"['4', 'laps']",Innsbruckring,
1806,3126592,The HERD Kick It UP!,,['60'],Petit Boucle,281
1807,3130761,Zwift Racing League | WTRL - AMERICAS EAST Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1808,3126591,WTRL Racing Tuesday,29,"['3', 'laps']",Park Perimeter Rev,
1809,3130785,Zwift Racing League | WTRL - OCEANIA Open Division1,28,"['1', 'lap']",Climber's Gambit,
1810,3130784,Zwift Racing League | WTRL - AMERICAS EAST Women's Division2,28,"['1', 'lap']",Climber's Gambit,333
1811,3130783,Zwift Racing League | WTRL - AMERICAS EAST Women's Division1,28,"['1', 'lap']",Climber's Gambit,333
1812,3126590,MWCC Midweek Crit with Category Enforcement,37,"['3', 'laps']",Volcano Flat,
1813,3126589,Velocious Sport Tue Night Criterium (Race),20,"['2', 'laps']",Watopia Flat Route,
1814,3099875,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1815,3102161,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1816,3126588,Slowtwitch Indoors: Tuesday Structured Training,,['60'],Seaside Sprint,316
1817,3126587,Bike Surgeon Cycling Chasing Daylight Series,30,[''],Triple Flat Loops,69
1818,3126586,USMES Weekly Warm ups,,['60'],London Classique Reverse,217
1819,3126585,ZID Gowes Bareng,,['60'],Greatest London Flat,286
1820,3129344,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1821,3128706,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1822,3126583,BanditZ Ride United,,['60'],Libby Hill After Party,160
1823,3126584,Booty Thompkins East,35,"['1', 'lap']",Chasing the Sun,313
1824,3126582,EZR Keeping It EZ-er,,['60'],Libby Hill After Party,160
1825,3126581,PACK SUB2 Americas,31,"['3', 'laps']",Watopia Flat Route,180
1826,3101979,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1827,3126580,Triathletes on Zwift Tuesday High Intensity Workout,,['75'],Watopia's Waistband,196
1828,3126579,Summit City Zwift League Endurance Ride,,['90'],R.G.V.,
1829,3126578,3R Racing,33,"['5', 'laps']",London Classique,167
1830,3102268,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1831,3126577,Ascenders Team Asia Morning Group Run,,['30'],5K Loop,
1832,3126576,Zwift Time Trial Tuesday: Tempus Fugit,18,[''],Tempus Fugit,27
1833,3126575,CTRL Wake Up Asia,,['45'],Jungle Circuit,322
1834,3126574,Mini Mountain Massif TT - In association with Rowe & King,8,"['1', 'lap']",Bologna Time Trial,
1835,3126573,BMTR Faster Masters,70,[''],Park Perimeter Loop,1189
1836,3129503,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1837,3128853,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1838,3135064,Beach Island Loop,13,"['1', 'lap']",Beach Island Loop,25
1839,3126572,PMC Ride to Fight Cancer,,['55'],R.G.V.,175
1840,3126571,Turn It Up Tuesdays,7,[''],5K Loop,
1841,3126570,DIRT Family Values Ride,,['50'],Sprinter's Playground,194
1842,3099826,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1843,3126569,3R Racing,37,"['3', 'laps']",Volcano Flat,148
1844,3102231,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1845,3126568,Arise,,['52'],R.G.V.,165
1846,3129437,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1847,3128764,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1848,3126567,3R Racing,10,"['1', 'lap']",Watopia Flat Route,60
1849,3126566,Aussie Crit Crushers 2/2,12,"['1', 'lap']",London Classique,69
1850,3126564,JETT ZWIFT Morning Race,44,"['14', 'laps']",Duchy Estate,593
1851,3126563,Chat and roll p/b TBR,,['45'],Twilight Harbor,156
1852,3099901,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1853,3102189,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1854,3126562,TPR Pelo x Attaquer - Maeve Plouffe,,['60'],Beach Island Loop,83
1855,3126560,Aussie Crit Crushers 1/2,7,"['1', 'lap']",The 6 Train,90
1856,3126558,WMZ's Midweek Climb,17,"['1', 'lap']",Road to Sky,1047
1857,3126557,Triathlon Australia Social Ride + Hot Lap,39,"['3', 'laps']",Beach Island Loop,74
1858,3126556,Rhino Racing Crit City,16,"['8', 'laps']",Downtown Dolphin,
1859,3129807,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1860,3129141,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1861,3126555,AHDR Bacon Rolls with Caffeine,39,"['6', 'laps']",The 6 Train Rev,
1862,3126554,GGCC Glasgow Green CC Tuesday Training ride,41,"['3', 'laps']",Greater London Flat,201
1863,3126553,Amalgam,,['51'],R.G.V.,152
1864,3126552,EVO CC Sprint Race Series,22,"['3', 'laps']",Two Bridges Loop,119
1865,3126551,British Cycling Race Series,17,"['3', 'laps']",Volcano Circuit CCW,89
1866,3126550,British Cycling Women's Race Series,17,"['3', 'laps']",Volcano Circuit CCW,89
1867,3126549,Turn It Up Tuesdays,7,[''],5K Loop,
1868,3126548,JETT Warm up Ride for JZMR (2.5~3.0w/kg),,['30'],Duchy Estate,285
1869,3126547,Triban (Tentative Tuesdays),,['60'],Greatest London Flat,286
1870,3126545,Oxygenaddict Triathlon Power Hour,,['60'],Watopia Mountain,1089
1871,3099871,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1872,3102156,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1873,3126543,SZR Knightrider,,['60'],Watopia's Waistband,156
1874,3129491,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1875,3128822,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1876,3130746,Zwift Racing League | WTRL - EMEA North Open Division3,28,"['1', 'lap']",Climber's Gambit,
1877,3130745,Zwift Racing League | WTRL - EMEA North Open Division2,28,"['1', 'lap']",Climber's Gambit,333
1878,3126535,PACK Run Social,5,[''],Kappa Quest,
1879,3126533,Fearless Women's Night Crits - EUR,20,"['5', 'laps']",Neokyo Crit Course,100
1880,3126532,Team Rynkeby - Europe's most meaningful cycling team!,,['60'],Royal Pump Room 8,487
1881,3126531,3R True2.5 Steady Ride [2.5w/kg avg],,['90'],Triple Flat Loops,152
1882,3130744,Zwift Racing League | WTRL - EMEA North Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1883,3130757,Zwift Racing League | WTRL - EMEA North West Open Division3,28,"['1', 'lap']",Climber's Gambit,
1884,3130756,Zwift Racing League | WTRL - EMEA North West Open Division2,28,"['1', 'lap']",Climber's Gambit,
1885,3126529,Madhare Summer Sessions,25,"['2', 'laps']",Volcano Flat,99
1886,3130755,Zwift Racing League | WTRL - EMEA North West Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1887,3126519,ZTPL Cycling Club Race,25,"['1', 'lap']",Neokyo All-Nighter,165
1888,3130743,Zwift Racing League | WTRL - EMEA West Open Division4,28,"['1', 'lap']",Climber's Gambit,
1889,3130742,Zwift Racing League | WTRL - EMEA West Open Division3,28,"['1', 'lap']",Climber's Gambit,
1890,3130741,Zwift Racing League | WTRL - EMEA West Open Division2,28,"['1', 'lap']",Climber's Gambit,333
1891,3126518,3R Tuesday Night Race Club - Race 2 - No HUD,32,"['2', 'laps']",Richmond UCI Reverse,311
1892,3126517,British Triathlon Series - Group Ride,,['60'],Royal Pump Room 8,487
1893,3126516,ZHR Masters,36,"['4', 'laps']",Innsbruckring,
1894,3130740,Zwift Racing League | WTRL - EMEA West Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1895,3130781,Zwift Racing League | WTRL - EMEA North Women's Division1,28,"['1', 'lap']",Climber's Gambit,333
1896,3126515,ZSUN Ladies Social,,['60'],Watopia's Waistband,156
1897,3130780,Zwift Racing League | WTRL - EMEA West Women's Division2,28,"['1', 'lap']",Climber's Gambit,
1898,3126513,Team Velos - Tuesday Grimpeurs,,['75'],Watopia Mountain,1311
1899,3130779,Zwift Racing League | WTRL - EMEA West Women's Division1,28,"['1', 'lap']",Climber's Gambit,333
1900,3101996,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1901,3100291,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1902,3099838,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1903,3126512,"RuhrRiders ""Pott-Race""",28,"['1', 'lap']",Climber's Gambit,333
1904,3131590,Zwift Racing League | WTRL - EMEA South West Open Division4,28,"['1', 'lap']",Climber's Gambit,
1905,3130753,Zwift Racing League | WTRL - EMEA South West Open Division3,28,"['1', 'lap']",Climber's Gambit,
1906,3130752,Zwift Racing League | WTRL - EMEA South West Open Division2,28,"['1', 'lap']",Climber's Gambit,333
1907,3130751,Zwift Racing League | WTRL - EMEA South West Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1908,3130739,Zwift Racing League | WTRL - EMEA South Open Division4,28,"['1', 'lap']",Climber's Gambit,
1909,3130738,Zwift Racing League | WTRL - EMEA South Open Division3,28,"['1', 'lap']",Climber's Gambit,
1910,3130737,Zwift Racing League | WTRL - EMEA South Open Division2,28,"['1', 'lap']",Climber's Gambit,333
1911,3102252,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1912,3129696,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1913,3129017,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1914,3126492,ZLDR Speed Session,,['39'],May Field,
1915,3126493,BanditZ Tuesday Social Group Ride,,['60'],London Loop,673
1916,3126511,The Tour 21 Tuesday Social,,['60'],R.G.V.,201
1917,3126510,NO LIMIT GROUP RIDE,,['60'],Wandering Flats,205
1918,3126509,Cycling Ireland eRacing Group Workout,,[''],Triple Loops,548
1919,3126508,BCS Turbo Tuesday,,['60'],London Classique,217
1920,3126506,Zwift Time Trial Tuesday: Bologna,8,"['1', 'lap']",Bologna Time Trial,236
1921,3126505,Tuesday Bash with Dallaglio Cycle Slam,,['60'],Douce France,255
1922,3126496,SGS Cycling Academy ROADSTARZ Time Trial Series,8,"['1', 'lap']",Bologna Time Trial,236
1923,3126495,VO2 Max 40/20,,['48'],R.G.V.,149
1924,3126494,Tour de Tietema - Recovery Ride,,['60'],Neon Flats,209
1925,3126491,KISS Racing - Category Enforcement,39,"['6', 'laps']",Railways and Rooftops,418
1926,3126490,KIRCHMAIR Beginners Race,19,"['1', 'lap']",Ocean Lava Cliffside Loop,
1927,3130736,Zwift Racing League | WTRL - EMEA South Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1928,3126489,Team Italy & Frenchy Fuzion Race,39,"['7', 'laps']",Richmond Flat Roads,118
1929,3126488,Team CLS This 'n' That,,['70'],Tempus Fugit,
1930,3130735,Zwift Racing League | WTRL - EMEA Africa Open Division2,28,"['1', 'lap']",Climber's Gambit,333
1931,3126484,VirtuSlo Tour Fight for GC,33,"['1', 'lap']",Libby Hill After Party,160
1932,3126487,Team Italy Spirit Group Run,8,[''],Handful of Gravel Run,
1933,3126486,Cleveland Wheelers CC Time Trial,19,"['1', 'lap']",Ocean Lava Cliffside Loop,79
1934,3126485,Glorious Gravel X Race,33,"['1', 'lap']",Libby Hill After Party,160
1935,3126483,PACK SUB2 Europe,,['60'],Richmond Flat Roads,175
1936,3130734,Zwift Racing League | WTRL - EMEA Africa Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1937,3130750,Zwift Racing League | WTRL - EMEA North East Open Division4,28,"['1', 'lap']",Climber's Gambit,
1938,3130749,Zwift Racing League | WTRL - EMEA North East Open Division3,28,"['1', 'lap']",Climber's Gambit,
1939,3130748,Zwift Racing League | WTRL - EMEA North East Open Division2,28,"['1', 'lap']",Climber's Gambit,333
1940,3126482,Team Sportslab UK Road Race League,41,"['3', 'laps']",2019 UCI Worlds Harrogate Circuit,732
1941,3130747,Zwift Racing League | WTRL - EMEA North East Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1942,3130732,Zwift Racing League | WTRL - EMEA Central Open Division4,28,"['1', 'lap']",Climber's Gambit,
1943,3130731,Zwift Racing League | WTRL - EMEA Central Open Division3,28,"['1', 'lap']",Climber's Gambit,333
1944,3130730,Zwift Racing League | WTRL - EMEA Central Open Division2,28,"['1', 'lap']",Climber's Gambit,333
1945,3126470,"SZR ""Almost"" Flat Ride",40,[''],Watopia Flat Route,239
1946,3126481,Rowe & King - Tuesday Chaingang,,['41'],Achterbahn,646
1947,3126473,3R Tuesday Night Race Club - Race 1 - No HUD,25,"['1', 'lap']",Wandering Flats,145
1948,3126472,UK Armed Forces Cycling Community Race Night,37,"['3', 'laps']",Volcano Flat Reverse,149
1949,3126471,Vikings Valhalla Tuesday Rehabilitation Ride,,['45'],Watopia Flat Route,183
1950,3126469,ZHCC Tuesday Tootle 1.5w/kg average,,['60'],Watopia's Waistband,156
1951,3126468,ZZRC Ladies Night Out 1.5,,['60'],Neon Flats,209
1952,3130729,Zwift Racing League | WTRL - EMEA Central Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1953,3126467,WTRL Racing Tuesday,29,"['3', 'laps']",Park Perimeter Rev,
1954,3126466,Roll with Castelli,35,"['5', 'laps']",Twilight Harbor,163
1955,3126465,WKG - CRITTY CRITTY BANG BANG,31,"['16', 'laps']",Downtown Dolphin,248
1956,3126464,ZZRC Chain Reaction Sub 2,,['60'],Whole Lotta Lava,510
1957,3130778,Zwift Racing League | WTRL - EMEA Central Women's Division3,28,"['1', 'lap']",Climber's Gambit,
1958,3130777,Zwift Racing League | WTRL - EMEA Central Women's Division2,28,"['1', 'lap']",Climber's Gambit,
1959,3126463,"ZESP ""Hamsters"" Sprints",26,"['1', 'lap']",Greatest London Loop,
1960,3126462,Mini Mountain Massif TT - In association with Rowe & King,8,"['1', 'lap']",Bologna Time Trial,
1961,3130776,Zwift Racing League | WTRL - EMEA Central Women's Division1,28,"['1', 'lap']",Climber's Gambit,333
1962,3099916,STAGE 2: GET ROLLING—Sand and Sequoias,23,"['1', 'lap']",Sand And Sequoias,172
1963,3130727,Zwift Racing League | WTRL - EMEA East Open Division4,28,"['1', 'lap']",Climber's Gambit,
1964,3130726,Zwift Racing League | WTRL - EMEA East Open Division3,28,"['1', 'lap']",Climber's Gambit,
1965,3130725,Zwift Racing League | WTRL - EMEA East Open Division2,28,"['1', 'lap']",Climber's Gambit,333
1966,3102213,Workout #1 | Aerobic Conditioning | ZA Road 2022,,['60'],London Classique,217
1967,3126461,"Team KST ""Tuesday Race""",25,"['1', 'lap']",Downtown Titans,143
1968,3126460,RCC Global Club Ride,,['45'],Surrey Hills,831
1969,3126458,NonStop Madrid-Lisboa Race Day,25,"['1', 'lap']",Douce France,
1970,3126457,ZTPL Cycling Club with Handbikers Training Session,8,"['1', 'lap']",Bologna Time Trial,236
1971,3126456,Frenchy Fuzion Race,9,"['1', 'lap']",Seaside Sprint,78
1972,3129308,Women Only | Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1973,3128656,Baseline Ride | ZA Road 2022,26,[''],Legends and Lava,182
1974,3130724,Zwift Racing League | WTRL - EMEA East Open Division1,28,"['1', 'lap']",Climber's Gambit,333
1975,3130506,The Burning Legs League by SZR,36,"['4', 'laps']",Electric Loop,162
1976,3126455,The HERD Tuesday Social,,['60'],Greatest London Flat,286
1977,3126454,Speedy Gonzales ZESPRUN,8,[''],Quatch Quest,71
1978,3126452,la GenevaTriathlon du mardi,30,[''],Road to Ruins,274
